timestamp_s,src_ip,dst_ip,src_port,dst_port,protocol,queue_depth_bytes,tx_link_util_0_255,flow_hash,datetime_iso,load_percent,time_sec,probes_per_sec,total_probes,overhead,fct_ms,flow_size_bytes,flow_type
4.07,10.0.106.13,10.0.104.9,53880,5001,TCP,0,23,0987186e,2026-04-11T17:01:05.070025,10,4,4.973,19.94,2.5622e-05,1.017,10637.0,small
4.189,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,38dc0d27,2026-04-11T17:01:05.188721,10,4,4.91,20.53,2.6175e-05,,,
4.205,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,38dc0d27,2026-04-11T17:01:05.205188,10,4,4.991,20.61,2.7088e-05,,,
4.257,10.0.107.15,224.0.0.1,0,0,OTHER,0,1,bf41fc47,2026-04-11T17:01:05.257087,10,4,4.894,20.86,2.5515e-05,,,
4.283,10.0.106.13,10.0.104.9,53880,5001,TCP,0,36,0987186e,2026-04-11T17:01:05.283237,10,4,4.941,20.99,2.6273e-05,1.202,10637.0,small
4.46,10.0.102.6,10.0.103.7,58379,5001,TCP,0,16,769670f9,2026-04-11T17:01:05.460101,10,4,5.117,21.9,2.6098e-05,1.256,10788.0,small
4.87,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,b5bfd26b,2026-04-11T17:01:05.870071,10,4,5.169,24.02,2.5155e-05,,,
5.002,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,727e1632,2026-04-11T17:01:06.002092,10,5,4.932,24.67,2.3592e-05,,,
5.163,10.0.106.13,10.0.104.9,53880,5001,TCP,0,40,0987186e,2026-04-11T17:01:06.163457,10,5,4.905,25.46,2.6125e-05,1.047,10637.0,small
5.181,10.0.104.9,10.0.102.5,62087,8080,TCP,0,24,7fc974b4,2026-04-11T17:01:06.180863,10,5,5.075,25.55,2.5999e-05,0.97,48107.0,small
5.445,10.0.102.6,10.0.103.7,58379,5001,TCP,0,19,769670f9,2026-04-11T17:01:06.445366,10,5,5.055,26.88,2.428e-05,1.336,10788.0,small
5.528,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,33a435ee,2026-04-11T17:01:06.527535,10,5,5.069,27.3,2.5214e-05,,,
5.574,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,727e1632,2026-04-11T17:01:06.574008,10,5,4.985,27.53,2.5997e-05,,,
5.591,10.0.100.1,10.0.107.16,59254,5001,TCP,0,45,c67f361b,2026-04-11T17:01:06.590687,10,5,4.997,27.62,2.4505e-05,0.789,13976.0,small
5.607,10.0.100.1,10.0.107.16,59254,5001,TCP,1,18,c67f361b,2026-04-11T17:01:06.607152,10,5,4.637,27.69,2.46e-05,1.11,13976.0,small
5.804,10.0.104.9,10.0.103.8,49311,5003,TCP,0,21,ddb391f0,2026-04-11T17:01:06.803795,10,5,5.006,28.68,2.4696e-05,0.78,5496.0,small
5.81,10.0.100.1,10.0.107.16,59254,5001,TCP,0,46,c67f361b,2026-04-11T17:01:06.809791,10,5,5.212,28.71,2.5672e-05,1.227,13976.0,small
5.889,10.0.106.13,224.0.0.1,0,0,OTHER,0,2,31161442,2026-04-11T17:01:06.889259,10,5,4.913,29.1,2.6235e-05,,,
6.757,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,e64c1c74,2026-04-11T17:01:07.757357,10,6,5.027,33.46,2.5508e-05,,,
6.88,10.0.104.9,10.0.103.8,49311,5003,TCP,0,27,ddb391f0,2026-04-11T17:01:07.880327,10,6,4.886,34.06,2.5066e-05,1.073,5496.0,small
6.896,10.0.104.9,10.0.102.5,62087,8080,TCP,0,17,7fc974b4,2026-04-11T17:01:07.896188,10,6,5.074,34.14,2.5451e-05,1.183,48107.0,small
7.105,10.0.104.9,10.0.102.5,62087,8080,TCP,0,16,7fc974b4,2026-04-11T17:01:08.104923,10,7,4.771,35.14,2.5819e-05,0.872,48107.0,small
7.4,10.0.100.2,10.0.105.11,59025,5003,TCP,0,32,2ea25d00,2026-04-11T17:01:08.399838,10,7,5.164,36.66,2.517e-05,0.693,5686.0,small
7.42,10.0.103.7,224.0.0.1,0,0,OTHER,0,3,e018ff0c,2026-04-11T17:01:08.419641,10,7,5.009,36.76,2.7166e-05,,,
8.192,10.0.104.9,10.0.102.5,62087,8080,TCP,0,11,7fc974b4,2026-04-11T17:01:09.191561,10,8,4.896,40.54,2.5916e-05,1.025,48107.0,small
8.218,10.0.106.14,224.0.0.1,0,0,OTHER,0,2,7b39a362,2026-04-11T17:01:09.217719,10,8,5.099,40.67,2.727e-05,,,
8.445,10.0.104.9,10.0.102.5,62087,8080,TCP,0,21,7fc974b4,2026-04-11T17:01:09.444944,10,8,4.905,41.79,2.5731e-05,0.937,48107.0,small
9.043,10.0.102.6,224.0.0.1,0,0,OTHER,0,1,5282c541,2026-04-11T17:01:10.042566,10,9,4.994,44.77,2.5283e-05,,,
9.048,10.0.104.9,10.0.103.8,49311,5003,TCP,0,9,ddb391f0,2026-04-11T17:01:10.047765,10,9,5.143,44.8,2.4643e-05,0.781,5496.0,small
9.364,10.0.102.6,10.0.103.7,58379,5001,TCP,0,29,769670f9,2026-04-11T17:01:10.364493,10,9,4.849,46.34,2.4658e-05,1.543,10788.0,small
9.717,10.0.104.9,10.0.103.8,49311,5003,TCP,0,30,ddb391f0,2026-04-11T17:01:10.717056,10,9,4.817,48.03,2.4746e-05,1.097,5496.0,small
9.807,10.0.105.12,10.0.104.9,65297,5003,TCP,0,29,6eda5082,2026-04-11T17:01:10.807028,10,9,4.96,48.48,2.5285e-05,28.19,11628661.0,large
10.348,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,33a435ee,2026-04-11T17:01:11.347610,10,10,5.094,51.23,2.4751e-05,,,
10.686,10.0.102.6,10.0.103.7,58379,5001,TCP,0,26,769670f9,2026-04-11T17:01:11.686293,10,10,4.852,52.88,2.4892e-05,1.046,10788.0,small
11.083,10.0.105.12,10.0.104.9,65297,5003,TCP,0,20,6eda5082,2026-04-11T17:01:12.083199,10,11,5.223,54.95,2.528e-05,24.1,11628661.0,large
11.618,10.0.101.4,224.0.0.1,0,0,OTHER,0,2,38dc0d27,2026-04-11T17:01:12.618343,10,11,4.979,57.61,2.4842e-05,,,
11.726,10.0.100.1,10.0.107.16,59254,5001,TCP,0,15,c67f361b,2026-04-11T17:01:12.725904,10,11,4.933,58.15,2.494e-05,1.087,13976.0,small
11.898,10.0.104.10,10.0.101.3,62707,5003,TCP,0,11,e69437a2,2026-04-11T17:01:12.897955,10,11,4.815,58.97,2.5796e-05,1.015,3220.0,small
11.901,10.0.104.9,10.0.103.8,49311,5003,TCP,1,28,ddb391f0,2026-04-11T17:01:12.901016,10,11,4.967,58.99,2.6251e-05,1.129,5496.0,small
12.043,10.0.106.13,10.0.104.9,53880,5001,TCP,0,31,0987186e,2026-04-11T17:01:13.043499,10,12,4.958,59.7,2.4486e-05,1.016,10637.0,small
12.15,10.0.104.9,10.0.102.5,62087,8080,TCP,0,19,7fc974b4,2026-04-11T17:01:13.149744,10,12,5.026,60.23,2.3987e-05,0.98,48107.0,small
12.164,10.0.105.12,10.0.104.9,65297,5003,TCP,0,18,6eda5082,2026-04-11T17:01:13.164195,10,12,5.042,60.3,2.6071e-05,34.413,11628661.0,large
12.181,10.0.100.2,10.0.105.11,59025,5003,TCP,0,22,2ea25d00,2026-04-11T17:01:13.180705,10,12,5.03,60.39,2.4012e-05,1.162,5686.0,small
12.281,10.0.102.6,10.0.103.7,58379,5001,TCP,1,21,769670f9,2026-04-11T17:01:13.281392,10,12,4.793,60.87,2.4766e-05,0.856,10788.0,small
12.707,10.0.104.10,10.0.101.3,62707,5003,TCP,0,31,e69437a2,2026-04-11T17:01:13.706521,10,12,4.921,62.96,2.574e-05,0.958,3220.0,small
13.385,10.0.106.13,224.0.0.1,0,0,OTHER,0,1,31161442,2026-04-11T17:01:14.385232,10,13,4.891,66.28,2.6108e-05,,,
13.4,10.0.100.1,10.0.107.16,59254,5001,TCP,0,14,c67f361b,2026-04-11T17:01:14.399531,10,13,5.088,66.35,2.518e-05,0.815,13976.0,small
13.538,10.0.104.10,10.0.101.3,62707,5003,TCP,0,29,e69437a2,2026-04-11T17:01:14.538270,10,13,5.0,67.05,2.6045e-05,0.975,3220.0,small
13.901,10.0.104.9,10.0.103.8,49311,5003,TCP,0,20,ddb391f0,2026-04-11T17:01:14.900926,10,13,5.003,68.86,2.5619e-05,0.61,5496.0,small
13.918,10.0.104.9,10.0.102.5,62087,8080,TCP,0,27,7fc974b4,2026-04-11T17:01:14.918469,10,13,4.938,68.95,2.4576e-05,1.138,48107.0,small
14.01,10.0.107.16,224.0.0.1,0,0,OTHER,0,2,a5246343,2026-04-11T17:01:15.009675,10,14,4.976,69.4,2.6232e-05,,,
14.152,10.0.105.12,10.0.104.9,65297,5003,TCP,0,28,6eda5082,2026-04-11T17:01:15.152117,10,14,5.055,70.12,2.5465e-05,35.986,11628661.0,large
14.22,10.0.102.6,10.0.103.7,58379,5001,TCP,0,28,769670f9,2026-04-11T17:01:15.220014,10,14,5.008,70.46,2.3912e-05,0.976,10788.0,small
14.38,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,38dc0d27,2026-04-11T17:01:15.379862,10,14,4.853,71.24,2.5057e-05,,,
15.422,10.0.104.10,10.0.101.3,62707,5003,TCP,0,5,e69437a2,2026-04-11T17:01:16.421802,10,15,4.966,76.41,2.519e-05,0.881,3220.0,small
15.587,10.0.104.9,10.0.102.5,62087,8080,TCP,0,46,7fc974b4,2026-04-11T17:01:16.587050,10,15,5.193,77.27,2.4617e-05,0.939,48107.0,small
15.604,10.0.104.9,10.0.103.8,49311,5003,TCP,0,29,ddb391f0,2026-04-11T17:01:16.603753,10,15,5.089,77.35,2.5803e-05,1.044,5496.0,small
15.628,10.0.106.13,10.0.104.9,53880,5001,TCP,0,41,0987186e,2026-04-11T17:01:16.628072,10,15,4.785,77.47,2.5097e-05,0.646,10637.0,small
15.639,10.0.103.8,224.0.0.1,0,0,OTHER,0,1,f4c14cd2,2026-04-11T17:01:16.639409,10,15,5.061,77.53,2.7112e-05,,,
15.913,10.0.106.13,10.0.104.9,53880,5001,TCP,0,9,0987186e,2026-04-11T17:01:16.913317,10,15,4.817,78.85,2.5881e-05,1.267,10637.0,small
16.099,10.0.104.9,10.0.103.8,49311,5003,TCP,0,16,ddb391f0,2026-04-11T17:01:17.098922,10,16,5.08,79.79,2.5677e-05,0.759,5496.0,small
16.152,10.0.100.2,10.0.105.11,59025,5003,TCP,0,35,2ea25d00,2026-04-11T17:01:17.152200,10,16,4.724,80.04,2.5706e-05,0.896,5686.0,small
16.3,10.0.101.4,224.0.0.1,0,0,OTHER,0,1,38dc0d27,2026-04-11T17:01:17.299735,10,16,4.743,80.74,2.5597e-05,,,
16.488,10.0.100.1,10.0.107.16,59254,5001,TCP,0,15,c67f361b,2026-04-11T17:01:17.488342,10,16,4.76,81.64,2.5077e-05,0.796,13976.0,small
16.529,10.0.104.10,10.0.101.3,62707,5003,TCP,0,16,e69437a2,2026-04-11T17:01:17.529435,10,16,4.979,81.84,2.4295e-05,1.895,3220.0,small
16.611,10.0.101.4,224.0.0.1,0,0,OTHER,0,2,38dc0d27,2026-04-11T17:01:17.610547,10,16,4.933,82.24,2.6347e-05,,,
16.642,10.0.105.12,10.0.104.9,65297,5003,TCP,1,25,6eda5082,2026-04-11T17:01:17.642342,10,16,5.05,82.4,2.6845e-05,30.871,11628661.0,large
16.741,10.0.100.1,10.0.107.16,59254,5001,TCP,0,36,c67f361b,2026-04-11T17:01:17.740807,10,16,5.165,82.91,2.5711e-05,0.936,13976.0,small
16.889,10.0.104.10,10.0.101.3,62707,5003,TCP,0,31,e69437a2,2026-04-11T17:01:17.888687,10,16,5.026,83.66,2.4812e-05,0.92,3220.0,small
17.014,10.0.102.6,10.0.103.7,58379,5001,TCP,0,13,769670f9,2026-04-11T17:01:18.014196,10,17,4.852,84.27,2.5126e-05,1.408,10788.0,small
17.155,10.0.100.2,224.0.0.1,0,0,OTHER,0,0,727e1632,2026-04-11T17:01:18.154564,10,17,5.071,84.98,2.5815e-05,,,
17.199,10.0.102.6,10.0.103.7,58379,5001,TCP,0,26,769670f9,2026-04-11T17:01:18.198743,10,17,4.685,85.18,2.5595e-05,0.942,10788.0,small
17.327,10.0.100.2,10.0.105.11,59025,5003,TCP,0,19,2ea25d00,2026-04-11T17:01:18.327400,10,17,4.952,85.82,2.5143e-05,1.245,5686.0,small
17.846,10.0.104.10,10.0.101.3,62707,5003,TCP,0,35,e69437a2,2026-04-11T17:01:18.845818,10,17,5.202,88.52,2.6484e-05,0.834,3220.0,small
17.864,10.0.104.9,10.0.103.8,49311,5003,TCP,0,32,ddb391f0,2026-04-11T17:01:18.864425,10,17,4.944,88.61,2.7224e-05,1.311,5496.0,small
17.946,10.0.100.2,10.0.105.11,59025,5003,TCP,1,25,2ea25d00,2026-04-11T17:01:18.945770,10,17,4.961,89.01,2.625e-05,0.789,5686.0,small
18.3,10.0.100.1,10.0.107.16,59254,5001,TCP,0,23,c67f361b,2026-04-11T17:01:19.300157,10,18,5.007,90.79,2.5773e-05,0.84,13976.0,small
18.409,10.0.104.9,10.0.102.5,62087,8080,TCP,0,52,7fc974b4,2026-04-11T17:01:19.408989,10,18,4.95,91.33,2.4244e-05,1.191,48107.0,small
18.412,10.0.104.9,10.0.103.8,49311,5003,TCP,1,14,ddb391f0,2026-04-11T17:01:19.412085,10,18,4.745,91.34,2.4961e-05,0.821,5496.0,small
18.957,10.0.104.9,10.0.103.8,49311,5003,TCP,0,19,ddb391f0,2026-04-11T17:01:19.956535,10,18,4.788,93.95,2.6801e-05,1.143,5496.0,small
20.073,10.0.105.12,10.0.104.9,65297,5003,TCP,0,35,6eda5082,2026-04-11T17:01:21.072770,10,20,5.132,99.68,2.5005e-05,25.973,11628661.0,large
20.381,10.0.106.13,10.0.104.9,53880,5001,TCP,0,27,0987186e,2026-04-11T17:01:21.381243,10,20,4.986,101.21,2.6129e-05,0.867,10637.0,small
21.116,10.0.104.9,10.0.103.8,49311,5003,TCP,0,10,ddb391f0,2026-04-11T17:01:22.116277,10,21,5.093,104.96,2.6585e-05,1.066,5496.0,small
21.218,10.0.101.3,224.0.0.1,0,0,OTHER,0,0,e64c1c74,2026-04-11T17:01:22.217626,10,21,5.043,105.47,2.6413e-05,,,
21.29,10.0.100.2,10.0.105.11,59025,5003,TCP,0,9,2ea25d00,2026-04-11T17:01:22.290341,10,21,4.744,105.81,2.5681e-05,1.246,5686.0,small
21.339,10.0.102.6,10.0.103.7,58379,5001,TCP,0,11,769670f9,2026-04-11T17:01:22.339097,10,21,5.016,106.06,2.4507e-05,1.123,10788.0,small
21.583,10.0.104.9,10.0.102.5,62087,8080,TCP,0,20,7fc974b4,2026-04-11T17:01:22.583037,10,21,4.997,107.28,2.6172e-05,1.552,48107.0,small
21.614,10.0.100.1,10.0.107.16,59254,5001,TCP,0,32,c67f361b,2026-04-11T17:01:22.614114,10,21,4.816,107.43,2.4551e-05,0.716,13976.0,small
21.726,10.0.102.5,224.0.0.1,0,0,OTHER,1,0,19b19002,2026-04-11T17:01:22.725525,10,21,5.023,107.99,2.5499e-05,,,
21.8,10.0.100.1,10.0.107.16,59254,5001,TCP,0,20,c67f361b,2026-04-11T17:01:22.799755,10,21,5.026,108.36,2.5079e-05,0.889,13976.0,small
22.809,10.0.106.13,10.0.104.9,53880,5001,TCP,1,25,0987186e,2026-04-11T17:01:23.808519,10,22,4.764,113.17,2.7297e-05,0.937,10637.0,small
23.058,10.0.102.6,224.0.0.1,0,0,OTHER,2,0,5282c541,2026-04-11T17:01:24.057972,10,23,5.214,114.47,2.4977e-05,,,
23.064,10.0.100.1,10.0.107.16,59254,5001,TCP,0,36,c67f361b,2026-04-11T17:01:24.064063,10,23,5.059,114.5,2.4898e-05,1.543,13976.0,small
23.087,10.0.100.2,10.0.105.11,59025,5003,TCP,0,26,2ea25d00,2026-04-11T17:01:24.087264,10,23,5.174,114.62,2.5348e-05,0.893,5686.0,small
23.1,10.0.104.10,10.0.101.3,62707,5003,TCP,0,24,e69437a2,2026-04-11T17:01:24.099872,10,23,4.777,114.68,2.5441e-05,1.12,3220.0,small
24.145,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,31161442,2026-04-11T17:01:25.144636,10,24,5.244,120.16,2.4442e-05,,,
24.333,10.0.100.2,224.0.0.1,0,0,OTHER,0,1,727e1632,2026-04-11T17:01:25.333071,10,24,5.326,121.16,2.4975e-05,,,
24.492,10.0.100.1,10.0.107.16,59254,5001,TCP,0,12,c67f361b,2026-04-11T17:01:25.491704,10,24,4.843,121.93,2.4945e-05,0.927,13976.0,small
24.772,10.0.104.10,10.0.101.3,62707,5003,TCP,0,30,e69437a2,2026-04-11T17:01:25.771668,10,24,5.197,123.38,2.5381e-05,0.619,3220.0,small
24.997,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,31161442,2026-04-11T17:01:25.996546,10,24,5.097,124.53,2.4504e-05,,,
25.001,10.0.105.11,224.0.0.1,0,0,OTHER,0,0,33a435ee,2026-04-11T17:01:26.000710,10,25,4.663,124.55,2.493e-05,,,
25.133,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,a5246343,2026-04-11T17:01:26.133016,10,25,4.964,125.21,2.3696e-05,,,
25.161,10.0.100.1,10.0.107.16,59254,5001,TCP,0,40,c67f361b,2026-04-11T17:01:26.160617,10,25,5.086,125.35,2.5518e-05,1.088,13976.0,small
25.29,10.0.104.9,10.0.102.5,62087,8080,TCP,0,19,7fc974b4,2026-04-11T17:01:26.290180,10,25,4.964,125.99,2.5478e-05,0.554,48107.0,small
25.838,10.0.104.9,10.0.102.5,62087,8080,TCP,0,16,7fc974b4,2026-04-11T17:01:26.838327,10,25,4.788,128.61,2.4414e-05,1.021,48107.0,small
25.858,10.0.104.9,10.0.103.8,49311,5003,TCP,0,34,ddb391f0,2026-04-11T17:01:26.857800,10,25,4.99,128.71,2.419e-05,1.047,5496.0,small
25.87,10.0.100.2,10.0.105.11,59025,5003,TCP,0,19,2ea25d00,2026-04-11T17:01:26.870154,10,25,4.982,128.77,2.6913e-05,1.083,5686.0,small
25.89,10.0.106.13,10.0.104.9,53880,5001,TCP,0,23,0987186e,2026-04-11T17:01:26.890194,10,25,4.864,128.87,2.4229e-05,1.102,10637.0,small
25.894,10.0.106.13,10.0.104.9,53880,5001,TCP,0,22,0987186e,2026-04-11T17:01:26.893958,10,25,4.996,128.89,2.4815e-05,1.247,10637.0,small
26.153,10.0.105.12,224.0.0.1,0,0,OTHER,0,1,059ac9ec,2026-04-11T17:01:27.153016,10,26,4.745,130.12,2.4755e-05,,,
26.533,10.0.103.7,224.0.0.1,0,0,OTHER,1,0,e018ff0c,2026-04-11T17:01:27.533388,10,26,5.144,132.07,2.6639e-05,,,
26.768,10.0.104.9,10.0.102.5,62087,8080,TCP,1,42,7fc974b4,2026-04-11T17:01:27.768091,10,26,4.937,133.23,2.6043e-05,0.736,48107.0,small
26.771,10.0.106.13,10.0.104.9,53880,5001,TCP,0,34,0987186e,2026-04-11T17:01:27.770991,10,26,4.953,133.25,2.451e-05,0.617,10637.0,small
27.041,10.0.106.13,10.0.104.9,53880,5001,TCP,0,19,0987186e,2026-04-11T17:01:28.041232,10,27,5.345,134.69,2.6226e-05,1.142,10637.0,small
27.058,10.0.100.1,10.0.107.16,59254,5001,TCP,0,37,c67f361b,2026-04-11T17:01:28.058196,10,27,4.884,134.77,2.5569e-05,0.804,13976.0,small
27.647,10.0.103.8,224.0.0.1,0,0,OTHER,1,0,f4c14cd2,2026-04-11T17:01:28.646525,10,27,4.895,137.65,2.5735e-05,,,
27.708,10.0.102.6,10.0.103.7,58379,5001,TCP,0,26,769670f9,2026-04-11T17:01:28.708115,10,27,4.875,137.96,2.6376e-05,0.984,10788.0,small
27.723,10.0.104.9,10.0.102.5,62087,8080,TCP,1,29,7fc974b4,2026-04-11T17:01:28.723357,10,27,5.135,138.03,2.7531e-05,1.112,48107.0,small
27.729,10.0.100.1,10.0.107.16,59254,5001,TCP,0,30,c67f361b,2026-04-11T17:01:28.728607,10,27,5.091,138.06,2.4634e-05,0.865,13976.0,small
27.733,10.0.104.9,10.0.102.5,62087,8080,TCP,0,20,7fc974b4,2026-04-11T17:01:28.733227,10,27,4.927,138.08,2.598e-05,1.189,48107.0,small
27.79,10.0.100.1,10.0.107.16,59254,5001,TCP,1,15,c67f361b,2026-04-11T17:01:28.790187,10,27,5.143,138.38,2.5017e-05,1.31,13976.0,small
28.558,10.0.104.9,10.0.102.5,62087,8080,TCP,0,19,7fc974b4,2026-04-11T17:01:29.558158,10,28,5.016,142.23,2.5986e-05,0.612,48107.0,small
28.563,10.0.105.12,10.0.104.9,65297,5003,TCP,0,37,6eda5082,2026-04-11T17:01:29.562642,10,28,5.173,142.25,2.358e-05,18.909,11628661.0,large
28.613,10.0.106.13,10.0.104.9,53880,5001,TCP,0,28,0987186e,2026-04-11T17:01:29.613489,10,28,4.953,142.5,2.6145e-05,0.852,10637.0,small
28.801,10.0.100.1,10.0.107.16,59254,5001,TCP,0,10,c67f361b,2026-04-11T17:01:29.801254,10,28,5.02,143.45,2.5979e-05,0.891,13976.0,small
28.837,10.0.103.7,224.0.0.1,0,0,OTHER,0,0,e018ff0c,2026-04-11T17:01:29.836951,10,28,5.001,143.62,2.5958e-05,,,
28.938,10.0.104.9,10.0.102.5,62087,8080,TCP,0,21,7fc974b4,2026-04-11T17:01:29.938373,10,28,5.292,144.16,2.5251e-05,1.727,48107.0,small
29.04,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,bf41fc47,2026-04-11T17:01:30.040035,10,29,4.798,144.65,2.5953e-05,,,
29.447,10.0.104.9,10.0.102.5,62087,8080,TCP,0,33,7fc974b4,2026-04-11T17:01:30.447110,10,29,5.209,146.77,2.4664e-05,1.227,48107.0,small
29.533,10.0.104.9,10.0.102.5,62087,8080,TCP,2,13,7fc974b4,2026-04-11T17:01:30.532866,10,29,4.991,147.2,2.5412e-05,0.988,48107.0,small
29.984,10.0.104.9,10.0.103.8,49311,5003,TCP,0,20,ddb391f0,2026-04-11T17:01:30.983738,10,29,4.765,149.35,2.6843e-05,0.77,5496.0,small
30.045,10.0.104.10,10.0.101.3,62707,5003,TCP,0,39,e69437a2,2026-04-11T17:01:31.045367,10,30,4.667,149.63,2.6011e-05,1.187,3220.0,small
30.093,10.0.104.9,10.0.102.5,62087,8080,TCP,0,25,7fc974b4,2026-04-11T17:01:31.092860,10,30,4.854,149.86,2.6077e-05,0.791,48107.0,small
30.585,10.0.102.6,224.0.0.1,0,0,OTHER,0,0,5282c541,2026-04-11T17:01:31.584787,10,30,4.939,152.29,2.6384e-05,,,
30.587,10.0.101.3,224.0.0.1,0,0,OTHER,0,2,e64c1c74,2026-04-11T17:01:31.586721,10,30,4.889,152.3,2.7278e-05,,,
30.608,10.0.100.1,10.0.107.16,59254,5001,TCP,0,28,c67f361b,2026-04-11T17:01:31.608278,10,30,5.232,152.42,2.5296e-05,1.051,13976.0,small
31.034,10.0.100.2,224.0.0.1,0,0,OTHER,0,3,727e1632,2026-04-11T17:01:32.034398,10,31,5.146,154.61,2.5756e-05,,,
31.035,10.0.100.2,10.0.105.11,59025,5003,TCP,0,25,2ea25d00,2026-04-11T17:01:32.034502,10,31,4.814,154.61,2.5857e-05,0.937,5686.0,small
